Player,FantPos,Age,GamesPlayed,GamesStarted,PassCmp,PassAtt,PassYds,PassTD,PassInt,RushAtt,RushYds,RushYdsPerAtt,RushTD,Targets,Receptions,RecYds,RecYdsPerReception,RecTD,Fumbles,FumblesLost,TotalTD,TwoPtConvMade,TwoPtConvPassing,FantasyPts,FantasyPtsPPR,FantasyPtsDraftKings,FantasyPtsFanDuel,VBD,PosRank,OverallRank,Year,SelectedToProBowl,FirstTeamAllPro,Team_ARI,Team_ATL,Team_BAL,Team_BUF,Team_CAR,Team_CHI,Team_CIN,Team_CLE,Team_DAL,Team_DEN,Team_DET,Team_GNB,Team_HOU,Team_IND,Team_JAX,Team_KAN,Team_LAC,Team_LAR,Team_LVR,Team_MIA,Team_MIN,Team_NOR,Team_NWE,Team_NYG,Team_NYJ,Team_PHI,Team_PIT,Team_SEA,Team_SFO,Team_TAM,Team_TEN,Team_WAS
Davante Adams,WR,28,14,14,0,0,0,0,0,0,0,,0,149,115,1374,11.95,18,1.0,1,18,,,243.0,358.4,362.4,300.9,117.0,1,4.0,2020,1,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Tyreek Hill,WR,26,15,15,0,0,0,0,0,13,123,9.46,2,135,87,1276,14.67,15,1.0,0,17,,,242.0,328.9,334.9,285.4,116.0,2,6.0,2020,1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Stefon Diggs,WR,27,16,15,0,0,0,0,0,1,1,1.0,0,166,127,1535,12.09,8,0.0,0,8,,,202.0,328.6,331.6,265.1,75.0,3,17.0,2020,1,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Calvin Ridley,WR,26,15,15,0,0,0,0,0,5,1,0.2,0,143,90,1374,15.27,9,1.0,1,9,1.0,,192.0,281.5,285.5,236.5,65.0,4,20.0,2020,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
D.K. Metcalf,WR,23,16,16,0,0,0,0,0,0,0,,0,129,83,1303,15.7,10,1.0,1,10,,,188.0,271.3,275.3,229.8,62.0,5,22.0,2020,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Justin Jefferson,WR,21,16,14,0,0,0,0,0,1,2,2.0,0,125,88,1400,15.91,7,1.0,0,7,2.0,,186.0,274.2,277.2,230.2,60.0,6,24.0,2020,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Adam Thielen,WR,30,15,15,0,0,0,0,0,3,15,5.0,0,108,74,925,12.5,14,0.0,0,14,1.0,,180.0,254.0,257.0,217.0,54.0,7,27.0,2020,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Mike Evans,WR,27,16,16,0,0,0,0,0,0,0,,0,109,70,1006,14.37,13,0.0,0,13,,,179.0,248.6,251.6,213.6,52.0,8,28.0,2020,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
A.J. Brown,WR,23,14,12,0,0,0,0,0,0,0,,0,106,70,1075,15.36,11,2.0,1,12,,,178.0,247.5,251.5,212.5,51.0,9,29.0,2020,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
DeAndre Hopkins,WR,28,16,16,0,0,0,0,0,1,1,1.0,0,160,115,1407,12.23,6,3.0,2,6,,,173.0,287.8,292.8,230.3,46.0,10,33.0,2020,1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Tyler Lockett,WR,28,16,16,0,0,0,0,0,0,0,,0,132,100,1054,10.54,10,1.0,0,10,,,165.0,265.4,268.4,215.4,39.0,11,35.0,2020,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Allen Robinson,WR,27,16,16,0,0,0,0,0,1,-1,-1.0,0,151,102,1250,12.25,6,0.0,0,6,,,161.0,262.9,265.9,211.9,35.0,12,39.0,2020,0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Robert Woods,WR,28,16,16,0,0,0,0,0,24,155,6.46,2,129,90,936,10.4,6,2.0,1,8,,,155.0,245.1,252.1,200.1,29.0,13,41.0,2020,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Chase Claypool,WR,22,16,6,0,0,0,0,0,10,16,1.6,2,109,62,873,14.08,9,3.0,1,11,,,153.0,214.9,218.9,183.9,27.0,14,43.0,2020,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Marvin Jones,WR,30,16,16,0,0,0,0,0,0,0,,0,115,76,978,12.87,9,0.0,0,9,,,152.0,227.8,230.8,189.8,25.0,15,44.0,2020,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Brandin Cooks,WR,27,15,15,0,0,0,0,0,0,0,,0,119,81,1150,14.2,6,0.0,0,6,,,151.0,232.0,235.0,191.5,25.0,16,45.0,2020,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
D.J. Moore,WR,23,15,14,0,1,0,0,0,2,22,11.0,0,118,66,1193,18.08,4,0.0,0,4,,,146.0,211.5,214.5,178.5,19.0,17,50.0,2020,0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Keenan Allen,WR,28,14,13,0,1,0,0,0,1,-1,-1.0,0,147,100,992,9.92,8,3.0,2,8,1.0,,145.0,245.1,250.1,195.1,19.0,18,51.0,2020,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Amari Cooper,WR,26,16,15,0,0,0,0,0,6,14,2.33,0,130,92,1114,12.11,5,0.0,0,5,1.0,,145.0,236.8,239.8,190.8,18.0,19,52.0,2020,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CeeDee Lamb,WR,21,16,14,0,0,0,0,0,10,82,8.2,1,111,74,935,12.64,5,2.0,1,7,1.0,,144.0,217.7,221.7,180.7,17.0,20,55.0,2020,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Nelson Agholor,WR,27,16,13,0,0,0,0,0,0,0,,0,82,48,896,18.67,8,0.0,0,8,,,138.0,185.6,188.6,161.6,11.0,21,62.0,2020,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
JuJu Smith-Schuster,WR,24,16,14,0,0,0,0,0,0,0,,0,128,97,831,8.57,9,3.0,1,9,1.0,,137.0,234.1,238.1,185.6,11.0,22,63.0,2020,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Terry McLaurin,WR,25,15,15,0,0,0,0,0,2,30,15.0,0,134,87,1118,12.85,4,1.0,1,4,,,137.0,223.8,227.8,180.3,10.0,23,65.0,2020,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Will Fuller,WR,26,11,11,0,0,0,0,0,1,0,0.0,0,75,53,879,16.58,8,0.0,0,8,,,136.0,188.9,191.9,162.4,10.0,24,66.0,2020,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Curtis Samuel,WR,24,15,5,0,0,0,0,0,41,200,4.88,2,97,77,851,11.05,3,1.0,0,5,,,135.0,212.1,218.1,173.6,9.0,25,67.0,2020,0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Diontae Johnson,WR,24,15,13,0,0,0,0,0,3,15,5.0,0,144,88,923,10.49,7,2.0,1,7,,,134.0,221.8,225.8,177.8,7.0,26,70.0,2020,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Robbie Chosen,WR,27,16,16,0,0,0,0,0,4,15,3.75,0,136,95,1096,11.54,3,1.0,1,3,1.0,,129.0,224.1,228.1,176.6,3.0,27,71.0,2020,0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Tee Higgins,WR,21,16,14,0,0,0,0,0,5,28,5.6,0,108,67,908,13.55,6,1.0,1,6,,,128.0,194.6,198.6,161.1,1.0,28,74.0,2020,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Cole Beasley,WR,31,15,10,1,1,20,1,0,0,0,,0,107,82,967,11.79,4,0.0,0,4,,,126.0,207.5,210.5,166.5,,31,,2020,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Corey Davis,WR,25,14,12,0,0,0,0,0,0,0,,0,92,65,984,15.14,5,1.0,1,5,,,126.0,191.4,195.4,158.9,,29,,2020,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Chris Godwin,WR,24,12,12,0,0,0,0,0,0,0,,0,84,65,840,12.92,7,1.0,0,7,,,126.0,191.0,194.0,158.5,,30,,2020,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Brandon Aiyuk,WR,22,12,11,0,0,0,0,0,6,77,12.83,2,96,60,748,12.47,5,0.0,0,7,,,125.0,184.5,187.5,154.5,,33,,2020,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Marquise Brown,WR,23,16,14,0,0,0,0,0,1,1,1.0,0,100,58,769,13.26,8,0.0,0,8,,,125.0,183.0,186.0,154.0,,32,,2020,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Cooper Kupp,WR,27,15,12,0,0,0,0,0,4,33,8.25,0,124,92,974,10.59,3,1.0,1,3,,,117.0,208.7,212.7,162.7,,34,,2020,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Jarvis Landry,WR,28,15,14,4,4,74,1,0,4,10,2.5,1,101,72,840,11.67,3,2.0,0,4,,,116.0,188.0,191.0,152.0,,35,,2020,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Tyler Boyd,WR,26,15,8,1,2,16,0,0,5,49,9.8,0,110,79,841,10.65,4,1.0,0,4,,,114.0,192.6,195.6,153.1,,37,,2020,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Michael Gallup,WR,24,16,15,0,0,0,0,0,0,0,,0,105,59,843,14.29,5,0.0,0,5,,,114.0,173.3,176.3,143.8,,36,,2020,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Jamison Crowder,WR,27,12,7,1,1,43,1,0,1,14,14.0,0,89,59,699,11.85,6,0.0,0,6,,,113.0,172.0,175.0,142.5,,38,,2020,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Tim Patrick,WR,27,15,15,0,0,0,0,0,0,0,,0,79,51,742,14.55,6,0.0,0,6,,,110.0,161.2,164.2,135.7,,39,,2020,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Russell Gage,WR,24,16,8,1,2,39,1,0,2,9,4.5,0,109,72,786,10.92,4,0.0,0,4,,,109.0,181.1,184.1,145.1,,40,,2020,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
T.Y. Hilton,WR,31,15,15,0,0,0,0,0,0,0,,0,93,56,762,13.61,5,0.0,0,5,1.0,,108.0,164.2,167.2,136.2,,41,,2020,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Jerry Jeudy,WR,21,16,14,0,0,0,0,0,0,0,,0,113,52,856,16.46,3,2.0,0,3,1.0,,106.0,157.6,160.6,131.6,,43,,2020,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Mike Williams,WR,26,15,11,0,0,0,0,0,1,1,1.0,0,85,48,756,15.75,5,0.0,0,5,,,106.0,153.7,156.7,129.7,,42,,2020,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Emmanuel Sanders,WR,33,14,5,0,0,0,0,0,1,12,12.0,0,82,61,726,11.9,5,1.0,0,5,,,104.0,164.8,167.8,134.3,,45,,2020,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Marquez Valdes-Scantling,WR,26,16,12,0,0,0,0,0,4,13,3.25,0,63,33,690,20.91,6,1.0,1,6,,,104.0,137.3,141.3,120.8,,44,,2020,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
DeVante Parker,WR,27,14,11,0,0,0,0,0,0,0,,0,103,63,793,12.59,4,1.0,0,4,,,103.0,166.3,169.3,134.8,,46,,2020,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Gabriel Davis,WR,21,16,11,0,0,0,0,0,1,0,0.0,0,62,35,599,17.11,7,1.0,0,7,,,102.0,136.9,139.9,119.4,,47,,2020,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
DJ Chark,WR,24,13,12,0,0,0,0,0,0,0,,0,93,53,706,13.32,5,0.0,0,5,,,101.0,153.6,156.6,127.1,,48,,2020,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Keelan Cole,WR,27,16,5,0,0,0,0,0,1,2,2.0,0,88,55,642,11.67,5,0.0,0,6,,,100.0,155.4,158.4,127.9,,49,,2020,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Laviska Shenault Jr.,WR,22,14,12,0,0,0,0,0,18,91,5.06,0,79,58,600,10.34,5,0.0,0,5,,,99.0,157.1,160.1,128.1,,50,,2020,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Christian Kirk,WR,24,14,10,0,0,0,0,0,2,3,1.5,0,79,48,621,12.94,6,1.0,0,6,,,98.0,146.4,149.4,122.4,,51,,2020,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Sterling Shepard,WR,27,12,12,0,0,0,0,0,6,49,8.17,1,90,66,656,9.94,3,0.0,0,4,1.0,,97.0,162.5,165.5,129.5,,52,,2020,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Julio Jones,WR,31,9,9,0,0,0,0,0,0,0,,0,68,51,771,15.12,3,0.0,0,3,,,95.0,146.1,149.1,120.6,,53,,2020,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Zach Pascal,WR,26,16,14,0,1,0,0,0,0,0,,0,71,44,629,14.3,5,0.0,0,5,,,93.0,136.9,139.9,114.9,,54,,2020,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Darnell Mooney,WR,23,16,9,0,0,0,0,0,4,20,5.0,0,98,61,631,10.34,4,1.0,0,4,1.0,,91.0,152.1,155.1,121.6,,55,,2020,0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Darius Slayton,WR,23,16,15,0,0,0,0,0,2,-1,-0.5,0,96,50,751,15.02,3,1.0,1,3,,,91.0,141.0,145.0,116.0,,56,,2020,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Mecole Hardman,WR,22,16,8,0,0,0,0,0,4,31,7.75,0,62,41,560,13.66,4,2.0,2,5,1.0,,87.0,128.1,133.1,107.6,,57,,2020,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Rashard Higgins,WR,26,13,6,0,0,0,0,0,0,0,,0,52,37,599,16.19,4,3.0,0,4,,,84.0,120.9,123.9,102.4,,58,,2020,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Jakobi Meyers,WR,24,14,9,2,2,43,2,0,2,9,4.5,0,81,59,729,12.36,0,1.0,1,0,1.0,,84.0,142.5,146.5,113.0,,60,,2020,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
David Moore,WR,25,16,6,0,0,0,0,0,8,61,7.63,0,47,35,417,11.91,6,1.0,0,6,,,84.0,118.8,121.8,101.3,,59,,2020,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Kendrick Bourne,WR,25,15,5,0,0,0,0,0,0,0,,0,74,49,667,13.61,2,0.0,0,2,1.0,,81.0,129.7,132.7,105.2,,61,,2020,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Greg Ward,WR,25,16,10,1,1,15,0,0,2,-4,-2.0,0,79,53,419,7.91,6,2.0,0,6,1.0,,80.0,133.1,136.1,106.6,,62,,2020,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Travis Fulgham,WR,25,13,8,0,0,0,0,0,0,0,,0,67,38,539,14.18,4,0.0,0,4,,,78.0,115.9,118.9,96.9,,63,,2020,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Hunter Renfrow,WR,25,16,6,0,0,0,0,0,0,0,,0,77,56,656,11.71,2,2.0,1,2,,,76.0,131.6,135.6,103.6,,64,,2020,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Antonio Brown,WR,32,8,4,0,0,0,0,0,2,-2,-1.0,0,62,45,483,10.73,4,0.0,0,4,,,72.0,117.1,120.1,94.6,,66,,2020,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Josh Reynolds,WR,25,16,13,0,0,0,0,0,1,5,5.0,0,81,52,618,11.88,2,2.0,1,2,,,72.0,124.3,128.3,98.3,,65,,2020,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Isaiah McKenzie,WR,25,16,7,1,1,12,1,0,10,9,0.9,0,34,30,282,9.4,5,0.0,0,6,,,70.0,99.6,102.6,84.6,,67,,2020,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Scott Miller,WR,23,16,5,0,0,0,0,0,3,14,4.67,0,53,33,501,15.18,3,0.0,0,3,,,70.0,102.5,105.5,86.0,,68,,2020,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Jalen Guyton,WR,23,16,9,0,0,0,0,0,2,0,0.0,0,55,28,511,18.25,3,0.0,0,3,,,69.0,97.1,100.1,83.1,,70,,2020,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Breshad Perriman,WR,27,12,12,0,0,0,0,0,1,6,6.0,0,60,30,505,16.83,3,0.0,0,3,,,69.0,99.1,102.1,84.1,,71,,2020,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Tre'Quan Smith,WR,24,14,10,0,0,0,0,0,1,3,3.0,0,50,34,448,13.18,4,1.0,0,4,,,69.0,103.1,106.1,86.1,,72,,2020,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
James Washington,WR,24,16,7,0,0,0,0,0,0,0,,0,56,30,392,13.07,5,0.0,0,5,,,69.0,99.2,102.2,84.2,,69,,2020,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Damiere Byrd,WR,27,16,14,0,0,0,0,0,2,15,7.5,0,77,47,604,12.85,1,3.0,0,1,,,68.0,114.9,117.9,91.4,,73,,2020,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Allen Lazard,WR,25,10,9,0,0,0,0,0,2,17,8.5,0,46,33,451,13.67,3,0.0,0,3,,,65.0,97.8,100.8,81.3,,74,,2020,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Odell Beckham Jr.,WR,28,7,7,1,1,18,0,0,3,72,24.0,1,43,23,319,13.87,3,0.0,0,4,,,64.0,86.8,89.8,75.3,,76,,2020,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
John Brown,WR,30,9,8,0,0,0,0,0,0,0,,0,52,33,458,13.88,3,0.0,0,3,,,64.0,96.8,99.8,80.3,,77,,2020,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
A.J. Green,WR,32,16,14,0,0,0,0,0,0,0,,0,104,47,523,11.13,2,0.0,0,2,,,64.0,111.3,114.3,87.8,,75,,2020,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Demarcus Robinson,WR,26,16,9,0,0,0,0,0,0,0,,0,59,45,466,10.36,3,2.0,1,3,,,63.0,107.6,111.6,85.1,,78,,2020,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Randall Cobb,WR,30,10,2,0,1,0,0,0,0,0,,0,48,38,441,11.61,3,0.0,0,3,,,62.0,100.1,103.1,81.1,,79,,2020,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Willie Snead,WR,28,13,8,0,0,0,0,0,0,0,,0,48,33,432,13.09,3,1.0,0,3,,,61.0,94.2,97.2,77.7,,80,,2020,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Danny Amendola,WR,35,14,5,0,0,0,0,0,1,2,2.0,0,69,46,602,13.09,0,0.0,0,0,,,60.0,106.4,109.4,83.4,,81,,2020,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Braxton Berrios,WR,25,16,2,0,0,0,0,0,3,29,9.67,0,55,37,394,10.65,3,0.0,0,3,,,60.0,97.3,100.3,78.8,,82,,2020,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
KJ Hamler,WR,21,13,4,0,0,0,0,0,9,40,4.44,0,56,30,381,12.7,3,2.0,0,3,,,60.0,90.1,93.1,75.1,,83,,2020,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Tyron Johnson,WR,24,12,0,0,0,0,0,0,3,17,5.67,0,26,20,398,19.9,3,0.0,0,3,,,60.0,79.5,82.5,69.5,,85,,2020,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anthony Miller,WR,26,16,6,0,0,0,0,0,2,12,6.0,0,76,49,485,9.9,2,2.0,1,2,,,60.0,108.7,112.7,84.2,,84,,2020,0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Michael Pittman Jr.,WR,23,13,8,0,0,0,0,0,3,26,8.67,0,61,40,503,12.58,1,0.0,0,1,,,59.0,98.9,101.9,78.9,,86,,2020,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Henry Ruggs III,WR,21,13,12,0,0,0,0,0,9,49,5.44,0,43,26,452,17.38,2,2.0,2,2,,,58.0,84.1,89.1,71.1,,87,,2020,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Chris Conley,WR,28,15,4,0,0,0,0,0,0,0,,0,63,40,471,11.78,2,1.0,1,2,,,57.0,97.1,101.1,77.1,,88,,2020,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
