,Player,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Fmb,FL,TD,2PM,2PP,FantPt,PPR,DKPt,FDPt,VBD,PosRank,OvRank,Year
618,Kristian Wilkerson,LVR,WR,26,2,1,0,0,0,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,238,N/A,2023
619,Brayden Willis,SFO,TE,24,7,0,0,0,0,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,138,N/A,2023
620,Jonathan Williams,WAS,RB,29,1,0,0,0,0,0,0,1,-2,-2.00,0,1,0,0,N/A,0,0,0,0,N/A,N/A,N/A,-0.2,-0.2,-0.2,N/A,165,N/A,2023
621,Rodney Williams,PIT,TE,25,13,0,0,0,0,0,0,0,0,N/A,0,2,0,0,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,139,N/A,2023
622,Juwann Winfree,IND,WR,27,8,1,0,0,0,0,0,0,0,N/A,0,1,0,0,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,239,N/A,2023
623,Easop Winston,SEA,WR,27,1,0,0,0,0,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,240,N/A,2023
624,Logan Woodside,ATL,QB,28,1,0,3,4,27,0,1,1,6,6.00,0,0,0,0,N/A,0,0,0,0,N/A,N/A,N/A,-0.3,0.7,0.7,N/A,81,N/A,2023
625,Owen Wright,BAL,RB,24,1,0,0,0,0,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,164,N/A,2023
626,Dareke Young,SEA,WR,24,6,0,0,0,0,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,241,N/A,2023
627,Kyle Allen,BUF,QB,27,7,0,0,0,0,0,0,13,-13,-1.00,0,0,0,0,N/A,0,0,0,0,N/A,N/A,-1,-1.3,-1.3,-1.3,N/A,83,N/A,2023
628,Deon Jackson,3TM,RB,24,4,1,0,0,0,0,0,14,16,1.14,0,6,5,14,2.80,0,2,2,0,N/A,N/A,-1,4.0,6.0,1.5,N/A,166,N/A,2023
629,David Wells,TAM,TE,28,5,0,0,0,0,0,0,0,0,N/A,0,2,2,-10,-5.00,0,1,0,0,N/A,N/A,-1,1.0,1.0,N/A,N/A,140,N/A,2023
630,James Proche,CLE,WR,27,10,1,0,0,0,0,0,0,0,N/A,0,5,0,0,N/A,0,1,1,0,N/A,N/A,-2,-2.0,-1.0,-2.0,N/A,242,N/A,2023
631,Trent Taylor,CHI,WR,29,17,0,0,0,0,0,0,1,-2,-2.00,0,2,0,0,N/A,0,2,1,0,N/A,N/A,-2,-2.2,-1.2,-2.2,N/A,243,N/A,2023
