,Player,Projected_Pts,VBD
506,Michael Burton,11.098536571783228,-128.47923723186898
507,Bub Means,40.67680840374777,-128.71604885341316
508,Ke'Shawn Vaughn,10.45859763319639,-129.11917617045583
509,Justin Watson,39.66896128996888,-129.72389596719205
510,Joshua Kelley,9.733774256914913,-129.84399954673728
511,DeeJay Dallas,9.650710400584401,-129.9270634030678
512,Kalif Raymond,39.40190630728379,-129.99095094987715
513,Reggie Gilliam,9.577395698911275,-130.00037810474095
514,British Brooks,9.443844906402305,-130.13392889724992
515,Simi Fehoko,39.22103744422968,-130.17181981293123
516,Malik Washington,39.157307455457705,-130.23554980170323
517,Darrynton Evans,9.111675825359484,-130.46609797829274
518,Trayveon Williams,9.008950880633407,-130.56882292301879
519,Gary Brightwell,9.008950880633407,-130.56882292301879
520,D.J. Williams,9.008950880633407,-130.56882292301879
521,Evan Hull,9.008950880633407,-130.56882292301879
522,Avery Williams,9.008950880633407,-130.56882292301879
523,Kendall Milton,9.008950880633407,-130.56882292301879
524,Troy Hairston,9.008950880633407,-130.56882292301879
525,Jakob Johnson,9.008950880633407,-130.56882292301879
526,Keilan Robinson,9.008950880633407,-130.56882292301879
527,Kene Nwangwu,9.008950880633407,-130.56882292301879
528,Dante Miller,9.008950880633407,-130.56882292301879
529,Khari Blasingame,9.008950880633407,-130.56882292301879
530,Keaontay Ingram,9.008950880633407,-130.56882292301879
531,Carlos Washington,9.008950880633407,-130.56882292301879
532,Jaret Patterson,9.008950880633407,-130.56882292301879
533,John Kelly,9.008950880633407,-130.56882292301879
534,Dylan Laube,8.825745515990988,-130.75202828766123
535,Chris Collier,8.75647441850954,-130.82129938514265
536,JuJu Smith-Schuster,37.80947696493335,-131.58338029222756
537,Jalen Brooks,36.87453545830741,-132.51832179885352
538,George Holani,5.783121737476549,-133.79465206617567
539,DJ Turner,35.31326403500358,-134.07959322215734
540,Cornelius Johnson,34.150932826199636,-135.2419244309613
541,Malik Washington,33.68738709635332,-135.7054701608076
542,Robert Woods,32.86324987992295,-136.529607377238
543,Xavier Legette,32.844318518597774,-136.54853873856314
544,Jahan Dotson,32.63747937436283,-136.7553778827981
545,Jonathan Mingo,32.20346981665371,-137.18938744050723
546,Cedrick Wilson Jr.,31.161177694227227,-138.2316795629337
547,Jordan Travis,62.485241758727454,-138.90283134012597
548,Jalen Reagor,30.19233079181422,-139.2005264653467
549,Spencer Rattler,61.80036694023672,-139.5877061586167
550,Kenny Pickett,61.63114570959853,-139.75692738925488
551,Devaughn Vele,27.85394905487992,-141.538908202281
552,Trey Palmer,27.056694831491,-142.33616242566993
553,Ryan Miller,26.232301347710077,-143.16055590945086
554,Mason Tipton,25.502011762795647,-143.8908454943653
555,Anthony Gould,25.376248495069305,-144.0166087620916
556,Rakim Jarrett,25.218810324219547,-144.1740469329414
557,Nikko Remigio,24.942377950093054,-144.45047930706787
558,Jamison Crowder,23.946441985645507,-145.44641527151543
559,Cody White,22.50827397531441,-146.88458328184652
560,K.J. Osborn,22.3623673396895,-147.0304899174714
561,Michael Penix,52.72001019171523,-148.6680629071382
562,Tylan Wallace,20.355334341223852,-149.03752291593707
563,Luke McCaffrey,19.99161600876137,-149.40124124839957
564,Xavier Hutchinson,19.244101529517764,-150.14875572764316
565,Ja'Lynn Polk,19.07407750872138,-150.31877974843954
566,Bryce Oliver,18.935029344541817,-150.4578279126191
567,Jermaine Burton,18.910672484231334,-150.4821847729296
568,Ryan Flournoy,18.660298419149072,-150.73255883801187
569,Tyquan Thornton,18.44123815112718,-150.95161910603375
570,Jordan Whittington,18.098241245045514,-151.2946160121154
571,Odell Beckham Jr.,17.114597361786934,-152.278259895374
572,Treylon Burks,16.991075220959615,-152.40178203620133
573,John Ross,16.81798232487354,-152.5748749322874
574,River Cracraft,14.720235750224234,-154.6726215069367
575,Kendric Pryor,13.822401975792687,-155.57045528136825
576,Robbie Chosen,13.572456583618575,-155.82040067354234
577,Michael Pratt,45.53017972823972,-155.8578933706137
578,Zay Jones,13.508225389046544,-155.88463186811438
579,KhaDarel Hodge,13.488957445604242,-155.9038998115567
580,Anthony Miller,11.748621392217686,-157.64423586494325
581,Mecole Hardman,11.652130035085762,-157.74072722207518
582,Derius Davis,10.97245790409498,-158.42039935306593
583,Terrace Marshall Jr.,10.829376221155613,-158.56348103600533
584,Bo Melton,10.542994445770958,-158.84986281138998
585,Devin Duvernay,10.434833368017038,-158.95802388914387
586,Malik Heath,10.395230289080715,-158.99762696808023
587,D'Wayne Eskridge,9.968931170737406,-159.42392608642353
588,Britain Covey,9.673657715139896,-159.71919954202104
589,DJ Chark,9.579503337121082,-159.81335392003984
590,DeAndre Carter,9.180700419481568,-160.21215683767934
591,Ben Skowronek,8.81213252677523,-160.5807247303857
592,Dan Chisena,8.68850434077062,-160.7043529163903
593,Jake Bobo,8.65236383955856,-160.74049341760235
594,Chris Conley,8.438809905730395,-160.95404735143052
595,Jalin Hyatt,8.302166259506194,-161.09069099765475
596,Scott Miller,8.084796238463085,-161.30806101869786
597,Grant Dubose,7.3181742668755305,-162.0746829902854
598,Parris Campbell,7.20220733677553,-162.1906499203854
599,Trenton Irwin,7.202065756189583,-162.19079150097133
600,Casey Washington,7.080500831995522,-162.3123564251654
601,Mitchell Trubisky,38.89696013256854,-162.4911129662849
602,Ainias Smith,6.59437182960157,-162.79848542755934
603,Spencer Rattler,38.58517308287259,-162.80290001598084
604,Jacob Cowing,6.375104235096728,-163.0177530220642
605,Ashton Dulin,6.229837478610833,-163.1630197785501
606,Kristian Wilkerson,5.254092458151405,-164.13876479900952
607,Trent Taylor,5.074783061666679,-164.31807419549426
608,Chris Blair,4.786787857149378,-164.60606940001156
609,Alex Bachman,4.184937950926539,-165.20791930623437
610,Brandon Powell,3.5886229621492163,-165.80423429501172
611,Trent Sherfield,3.292136808731371,-166.10072044842957
612,Johnny Wilson,2.9663342449354246,-166.42652301222552
613,Devin Leary,34.40890545665377,-166.97916764219966
614,Desmond Ridder,34.20946066101838,-167.17861243783506
615,Ronnie Bell,2.1395938939038075,-167.25326336325713
616,Jamari Thrash,2.007203949760381,-167.38565330740056
617,Xavier Weaver,1.9922798288419443,-167.40057742831897
618,Erik Ezukanma,1.9922798288419443,-167.40057742831897
619,Allen Robinson,1.0321165545755235,-168.36074070258542
620,Isaiah Hodgins,0.871895147120938,-168.52096211004
621,Tommy DeVito,32.797070174710626,-168.5910029241428
622,Malachi Corley,-0.9951736434690162,-170.38803090062993
623,Jacoby Brissett,30.671875842453076,-170.71619725640033
624,Brandon Johnson,-1.4004703526692026,-170.79332760983013
625,Anthony Gould,-1.485931123927827,-170.87878838108875
626,Tim Jones,-1.4892716450973325,-170.88212890225827
627,Laviska Shenault Jr.,-1.4997628107767582,-170.89262006793768
628,Xavier Gipson,-1.5351559316150798,-170.928013188776
629,Braxton Berrios,-1.6757822864054361,-171.06863954356635
630,Mason Kinsey,-1.8453929080392726,-171.2382501652002
631,Devontez Walker,-2.011651098583613,-171.40450835574455
632,Deven Thompkins,-2.065525280436603,-171.45838253759752
633,Tim Boyle,29.745386621978838,-171.6426864768746
634,Velus Jones Jr.,-2.2903154634093283,-171.68317272057027
635,Kyle Allen,29.43817128721669,-171.94990181163672
636,Casey Washington,-3.113635079458035,-172.50649233661898
637,James Proche,-3.1801605741494683,-172.57301783131038
638,Javon Baker,-3.2068634690292157,-172.59972072619013
639,Trey Lance,28.770660968009523,-172.6174121308439
640,Skyy Moore,-3.509813344029098,-172.90267060119004
641,Justyn Ross,-3.509813344029098,-172.90267060119004
642,Ramel Keyton,-4.073955201933117,-173.46681245909406
643,Jake Haener,27.354422627060316,-174.03365047179312
644,Chris Oladokun,26.955958227596057,-174.43211487125737
645,Kadarius Toney,-5.343844401652788,-174.73670165881373
646,Jha'Quan Jackson,-5.497477695903754,-174.89033495306467
647,Taylor Heinicke,26.43958993421502,-174.9484831646384
648,Brandon Allen,26.368755279056074,-175.01931781979735
649,Isaiah Williams,-5.932109098839803,-175.32496635600074
650,Collin Johnson,-6.141918867814169,-175.5347761249751
651,Tom Kennedy,-6.260859930464633,-175.65371718762555
652,Kameron Johnson,-6.811069247751718,-176.20392650491266
653,Charlie Jones,-7.492385621423736,-176.88524287858468
654,Jaelon Darden,-7.776431308897514,-177.16928856605844
655,Tyler Scott,-7.906800411099127,-177.29965766826007
656,Xavier Smith,-8.102960316984095,-177.495817574145
657,Irvin Charles,-8.16543064415076,-177.5582879013117
658,Dareke Young,-8.22589320649,-177.61875046365094
659,Nick Mullens,23.414126345695664,-177.97394675315775
660,Ihmir Smith-Marsette,-9.01190651690014,-178.40476377406105
661,Deonte Harty,-9.01190651690014,-178.40476377406105
662,Bryce Ford-Wheaton,-9.01190651690014,-178.40476377406105
663,Dez Fitzpatrick,-9.01190651690014,-178.40476377406105
664,Alex Erickson,-9.01190651690014,-178.40476377406105
665,Kaden Davis,-9.01190651690014,-178.40476377406105
666,Trishton Jackson,-9.01190651690014,-178.40476377406105
667,Cody Thompson,-9.01190651690014,-178.40476377406105
668,Brenden Rice,-9.01190651690014,-178.40476377406105
669,Brandon Smith,-9.01190651690014,-178.40476377406105
670,Equanimeous St. Brown,-9.01190651690014,-178.40476377406105
671,Tyreik McAllister,-9.01190651690014,-178.40476377406105
672,Joshua Cephus,-9.01190651690014,-178.40476377406105
673,Elijah Cooks,-9.01190651690014,-178.40476377406105
674,Marquez Callaway,-9.01190651690014,-178.40476377406105
675,Maurice Alexander,-9.01190651690014,-178.40476377406105
676,Jermaine Jackson,-9.01190651690014,-178.40476377406105
677,Jalen Virgil,-9.01190651690014,-178.40476377406105
678,Roman Wilson,-9.01190651690014,-178.40476377406105
679,Laquon Treadwell,-9.01190651690014,-178.40476377406105
680,Steven Sims,-9.01190651690014,-178.40476377406105
681,Jared Wayne,-9.01190651690014,-178.40476377406105
682,Montrell Washington,-9.01190651690014,-178.40476377406105
683,Jaylen Johnson,-9.01190651690014,-178.40476377406105
684,Jalen Moreno-Cropper,-9.01190651690014,-178.40476377406105
685,Chris Moore,-9.01190651690014,-178.40476377406105
686,Chris Moore,-9.01190651690014,-178.40476377406105
687,Zach Pascal,-9.01190651690014,-178.40476377406105
688,Hendon Hooker,21.943699732451222,-179.4443733664022
689,Davis Mills,21.759400203185407,-179.62867289566802
690,Jarrett Stidham,21.641582214584147,-179.7464908842693
691,Brycen Tremayne,-12.277196597765936,-181.67005385492686
692,Carson Wentz,19.5038424141661,-181.88423068468734
693,Josh Johnson,19.07059771056504,-182.3174753882884
694,Jeff Driskel,18.9843942080782,-182.4036788907752
695,Jake Browning,17.921519005475815,-183.46655409337762
696,Clayton Tune,17.35130848688887,-184.03676461196454
697,Kyle Trask,17.1651636591494,-184.22290943970404
698,Skylar Thompson,17.160808053680455,-184.22726504517297
699,Tyson Bagent,15.947251455111527,-185.4408216437419
700,Bailey Zappe,9.476521260665635,-191.9115518381878
701,Mike White,-12.807922115849308,-214.19599521470275
702,Dorian Thompson-Robinson,-19.03305679668223,-220.42112989553567
703,Sam Howell,-23.773004514625384,-225.16107761347882
